,stock_no,stock_name
15696,081875,台灣50群益07購08
15697,081876,T50正2群益07購04
15698,081877,T50反1群益09購05
15699,081878,上証2X群益07購01
15700,081879,臺指2X群益08購02
15701,081880,儒鴻群益07購01
15702,081881,和大群益07購01
15703,081882,裕隆群益08購01
15704,081883,鴻海群益08購04
15705,081884,國巨群益08購04
15706,081885,廣宇群益07購01
15707,081886,正崴群益08購01
15708,081887,美律群益08購01
15709,081888,大立光群益08購01
15710,081889,明泰群益07購01
15711,081890,玉晶光群益07購03
15712,081891,嘉澤群益08購01
15713,081892,健策群益08購03
15714,081893,上緯控群益08購03
15715,081894,GIS群益07購02
15716,081895,緯穎群益07購02
15717,081896,T50反1凱基11購02
15718,081897,道瓊銀凱基09購01
15719,081898,道瓊銅凱基08購01
15720,081899,道瓊銅凱基0A購01
15721,081900,國喬凱基07購01
15722,081901,和大凱基09購01
15723,081902,喬山凱基08購01
15724,081903,英利凱基08購01
15725,081904,台達電凱基08購02
15726,081905,台揚凱基08購01
15727,081906,鴻海凱基08購04
15728,081907,金像電凱基08購01
15729,081908,瑞昱凱基08購01
15730,081909,南亞科凱基07購02
15731,081910,聯發科凱基07購03
15732,081911,義隆凱基08購01
15733,081912,高鐵凱基07購01
15734,081913,聯詠凱基07購03
15735,081914,聯詠凱基08購01
15736,081915,晶技凱基07購01
15737,081916,明泰凱基07購02
15738,081917,玉晶光凱基08購03
15739,081918,京鼎凱基08購01
15740,081919,嘉澤凱基07購01
15741,081920,貿聯凱基07購01
15742,081921,合勤控凱基07購02
15743,081922,日月光凱基08購02
15744,081923,智伸科凱基07購01
15745,081924,正文凱基07購01
15746,081925,康控凱基07購01
15747,081926,祥碩凱基07購03
15748,081927,祥碩凱基08購02
15749,081928,台表科凱基08購01
15750,081929,樺漢凱基08購01
15751,081930,愛普凱基08購01
15752,081931,愛普凱基09購01
15753,081932,南電凱基08購03
15754,081933,南電凱基09購01
15755,081934,鴻海國票09購01
15756,081935,廣宇國票08購01
15757,081936,明泰國票08購01
15758,081937,裕隆富邦09購01
15759,081938,台達電富邦09購01
15760,081939,光磊富邦09購01
15761,081940,中興電元富07購03
15762,081941,允強元富07購01
15763,081942,英利元富07購01
15764,081943,玉晶光元富11購01
15765,081944,中鴻統一09購02
15766,081945,國巨統一09購04
15767,081946,台積電統一09購01
15768,081947,台積電統一09購02
15769,081948,聯發科統一09購04
15770,081949,聯發科統一09購05
15771,081950,義隆統一09購01
15772,081951,強茂統一09購02
15773,081952,明泰統一09購01
15774,081953,正文統一09購01
15775,081954,祥碩統一09購02
15776,081955,超眾統一09購01
15777,081956,台表科統一09購01
15778,081957,GIS統一0A購01
15779,081958,南六統一09購01
15780,081959,愛普統一0A購01
15781,081960,岱宇元大07購01
15782,081961,台玻元大07購04
15783,081962,東鋼元大08購02
15784,081963,大成鋼元大07購02
15785,081964,台達電元大08購02
15786,081965,鴻海元大07購08
15787,081966,鴻海元大07購09
15788,081967,鴻海元大07購10
15789,081968,國巨元大07購12
15790,081969,國巨元大07購13
15791,081970,國巨元大07購14
15792,081971,廣宇元大07購03
15793,081972,台積電元大07購11
15794,081973,台積電元大08購05
15795,081974,台積電元大09購05
15796,081975,旺宏元大07購04
15797,081976,旺宏元大09購01
15798,081977,燿華元大07購01
15799,081978,瑞昱元大07購02
15800,081979,漢唐元大07購01
15801,081980,興勤元大07購01
15802,081981,聯發科元大07購12
15803,081982,聯發科元大07購13
15804,081983,聯發科元大08購05
15805,081984,強茂元大0A購01
15806,081985,華新科元大07購05
15807,081986,華新科元大09購01
15808,081987,中工元大0A購01
15809,081988,富邦金元大07購03
15810,081989,國泰金元大08購01
15811,081990,聯詠元大07購05
15812,081991,玉晶光元大07購08
15813,081992,貿聯元大07購03
15814,081993,正文元大07購02
15815,081994,矽格元大07購01
15816,081995,愛普元大08購02
15817,081996,矽創元大07購03
15818,081997,矽創元大08購01
15819,081998,南電元大07購04
15820,081999,南電元大08購01
15821,082000,台積電第一14購01
15822,082001,SGBR2X中信09購01
15823,082002,鴻海中信09購01
15824,082003,鴻海中信09購02
15825,082004,鴻海中信09購03
15826,082005,聯發科中信07購04
15827,082006,申豐中信07購01
15828,082007,華夏永豐07購01
15829,082008,岱宇永豐07購01
15830,082009,友達永豐07購02
15831,082010,康舒永豐07購01
15832,082011,世紀鋼永豐07購01
15833,082012,A50正2兆豐08購01
15834,082013,喬山兆豐08購01
15835,082014,上銀兆豐08購01
15836,082015,國巨兆豐07購04
15837,082016,聯發科兆豐07購06
15838,082017,創意兆豐07購01
15839,082018,群創兆豐07購01
15840,082019,正文兆豐07購01
15841,082020,矽格兆豐07購01
15842,082021,南電兆豐07購01
15843,082022,友達日盛07購01
15844,082023,可成日盛07購01
15845,082024,玉晶光日盛07購01
15846,082025,臻鼎日盛07購01
15847,082026,台灣50麥證07購01
15848,082027,鴻海麥證07購04
15849,082028,國泰金麥證08購01
15850,082029,大立光麥證07購01
15851,082030,新日興麥證07購01
15852,082031,日月光麥證07購01
15853,082032,南電麥證0A購01
15854,082033,上証2X凱基0A購02
15855,082034,台聚凱基07購02
15856,082035,華夏凱基09購01
15857,082036,永冠凱基07購01
15858,082037,亞德客凱基08購01
15859,082038,岱宇凱基08購01
15860,082039,南帝凱基07購02
15861,082040,廣宇凱基07購02
15862,082041,台積電凱基07購14
15863,082042,台積電凱基07購15
15864,082043,台積電凱基08購08
15865,082044,友達凱基08購03
15866,082045,聯發科凱基08購07
15867,082046,奇力新凱基08購02
15868,082047,義隆凱基07購03
15869,082048,華新科凱基08購01
15870,082049,新光金凱基0A購01
15871,082050,大立光凱基07購04
15872,082051,大立光凱基07購05
15873,082052,大立光凱基08購04
15874,082053,大立光凱基09購02
15875,082054,聯陽凱基07購01
15876,082055,群創凱基08購04
15877,082056,健策凱基07購01
15878,082057,貿聯凱基08購01
15879,082058,上緯控凱基08購02
15880,082059,同欣電凱基08購02
15881,082060,臺股指凱基0A購01
15882,082061,裕隆康和07購01
15883,082062,台灣50元大07購09
15884,082063,台灣50元大07購10
15885,082064,S&P反1元大07購03
15886,082065,台塑元大07購01
15887,082066,台化元大07購02
15888,082067,亞德客元大07購02
15889,082068,喬山元大07購01
15890,082069,永豐餘元大07購03
15891,082070,榮成元大07購02
15892,082071,英利元大07購01
15893,082072,鴻海元大07購11
15894,082073,鴻海元大07購12
15895,082074,鴻海元大07購13
15896,082075,聯發科元大07購14
15897,082076,聯發科元大07購15
15898,082077,聯發科元大07購16
15899,082078,全新元大07購03
15900,082079,新興元大07購03
15901,082080,創意元大07購03
15902,082081,創意元大07購04
15903,082082,創意元大07購05
15904,082083,合勤控元大07購04
15905,082084,合勤控元大07購05
15906,082085,日月光元大07購03
15907,082086,日月光元大07購04
15908,082087,樺漢元大07購01
15909,082088,南電元大07購05
15910,082089,南電元大07購06
15911,082090,南電元大07購07
15912,082091,臺股指元大07購14
15913,082092,臺指反群益09購01
15914,082093,道瓊銀群益07購01
15915,082094,中石化群益07購02
15916,082095,儒鴻群益07購02
15917,082096,亞德客群益07購02
15918,082097,中鴻群益07購01
15919,082098,大成鋼群益08購01
15920,082099,台達電群益07購01
15921,082100,台積電群益07購07
15922,082101,台積電群益08購05
15923,082102,華邦電群益08購02
15924,082103,金像電群益08購02
15925,082104,南亞科群益08購01
15926,082105,全新群益08購02
15927,082106,奇力新群益08購02
15928,082107,義隆群益07購01
15929,082108,大立光群益07購05
15930,082109,奇鋐群益08購01
15931,082110,欣興群益07購04
15932,082111,玉晶光群益07購04
15933,082112,創意群益08購02
15934,082113,貿聯群益08購01
15935,082114,日月光群益07購04
15936,082115,聯茂群益08購01
15937,082116,台郡群益07購02
15938,082117,同欣電群益08購03
15939,082118,愛普群益07購01
15940,082119,南電群益08購01
15941,082120,臺股指群益07購05
15942,082121,臺股指群益07購06
15943,082122,儒鴻統一07購01
15944,082123,中興電統一09購02
15945,082124,亞德客統一09購01
15946,082125,中鋼統一09購02
15947,082126,中鴻統一08購03
15948,082127,聯電統一08購06
15949,082128,鴻海統一09購04
15950,082129,國巨統一09購05
15951,082130,台積電統一0A購02
15952,082131,光磊統一08購01
15953,082132,瑞昱統一09購01
15954,082133,聯發科統一08購01
15955,082134,義隆統一0A購01
15956,082135,可成統一09購01
15957,082136,可成統一09購02
15958,082137,大立光統一0B購01
15959,082138,玉晶光統一09購04
15960,082139,嘉澤統一09購01
15961,082140,貿聯統一09購02
15962,082141,康控統一09購01
15963,082142,台郡統一08購02
15964,082143,訊芯統一09購01
15965,082144,愛普統一0C購01
15966,082145,世紀鋼統一09購01
15967,082146,廣宇台新07購01
15968,082147,惠特元富08購01
15969,082148,惠特元富0A購01
15970,082149,台達電國票07購02
15971,082150,台達電國票08購01
15972,082151,T50反1國泰09購03
15973,082152,東鋼國泰0A購01
15974,082153,春源國泰09購01
15975,082154,鴻海國泰09購01
15976,082155,鴻海國泰09購02
15977,082156,鴻海國泰09購03
15978,082157,國巨國泰09購02
15979,082158,廣宇國泰09購01
15980,082159,台積電國泰09購04
15981,082160,台積電國泰0A購01
15982,082161,瑞昱國泰09購01
15983,082162,聯發科國泰09購02
15984,082163,裕民國泰09購01
15985,082164,大立光國泰09購02
15986,082165,大立光國泰09購03
15987,082166,台積電富邦0A購01
15988,082167,T50反1中信0B購01
15989,082168,台積電中信08購04
15990,082169,台積電中信08購05
15991,082170,奇力新中信07購01
15992,082171,信邦中信07購01
15993,082172,鈺齊中信07購01
15994,082173,台灣50兆豐07購02
15995,082174,和大兆豐08購01
15996,082175,台達電兆豐08購01
15997,082176,台積電兆豐08購01
15998,082177,金像電兆豐08購01
15999,082178,義隆兆豐07購01
16000,082179,萬海兆豐07購01
16001,082180,大立光兆豐07購02
16002,082181,聯詠兆豐08購01
16003,082182,嘉澤兆豐07購01
16004,082183,台表科兆豐08購01
16005,082184,亞德客永豐07購01
16006,082185,為升永豐07購01
16007,082186,英利永豐07購02
16008,082187,國巨永豐07購01
16009,082188,台積電永豐07購03
16010,082189,華邦電永豐07購01
16011,082190,華碩永豐07購01
16012,082191,技嘉永豐07購01
16013,082192,立隆電永豐07購02
16014,082193,奇鋐永豐07購01
16015,082194,信邦永豐07購01
16016,082195,華晶科永豐07購01
16017,082196,景碩永豐07購01
16018,082197,健策永豐07購01
16019,082198,乙盛永豐07購01
16020,082199,祥碩永豐07購02
16021,082200,嘉聯益永豐07購01
16022,082201,力成永豐07購01
16023,082202,台表科永豐07購01
16024,082203,緯穎永豐07購02
16025,082204,致新永豐07購01
16026,082205,台積電日盛09購01
16027,082206,台積電日盛09購02
16028,082207,T50反1群益09購06
16029,082208,臺指反群益08購04
16030,082209,SGBR2X群益07購01
16031,082210,聯電群益07購04
16032,082211,台達電群益07購02
16033,082212,鴻海群益08購05
16034,082213,鴻海群益09購02
16035,082214,國巨群益08購05
16036,082215,台積電群益08購06
16037,082216,華碩群益07購01
16038,082217,京元電群益07購01
16039,082218,聯發科群益08購05
16040,082219,信邦群益07購01
16041,082220,晶技群益07購01
16042,082221,乙盛群益08購01
16043,082222,乙盛群益08購02
16044,082223,乙盛群益09購01
16045,082224,帆宣群益07購01
16046,082225,康舒群益07購01
16047,082226,臺股指群益07購08
16048,082227,臺股指群益07購09
16049,082228,儒鴻麥證07購01
16050,082229,中鋼麥證07購01
16051,082230,晶技麥證09購01
16052,082231,台郡麥證09購01
16053,082232,臺股指麥證08購02
16054,082233,T50正2凱基07購05
16055,082234,正隆凱基07購01
16056,082235,正新凱基07購01
16057,082236,國巨凱基09購03
16058,082237,國巨凱基09購04
16059,082238,華碩凱基07購01
16060,082239,聯發科凱基09購02
16061,082240,立隆電凱基09購01
16062,082241,玉山金凱基08購01
16063,082242,元大金凱基07購01
16064,082243,台新金凱基08購01
16065,082244,信邦凱基07購01
16066,082245,和鑫凱基08購01
16067,082246,玉晶光凱基08購05
16068,082247,TPK凱基07購01
16069,082248,乙盛凱基07購01
16070,082249,乙盛凱基08購01
16071,082250,康舒凱基07購01
16072,082251,和潤凱基07購01
16073,082252,緯穎凱基07購01
16074,082253,致新凱基07購01
16075,082254,美利達凱基07購01
16076,082255,信邦康和07購01
16077,082256,乙盛康和07購01
16078,082257,上証2X元大07購03
16079,082258,上証2X元大07購04
16080,082259,上証2X元大07購05
16081,082260,元石油元大07購04
16082,082261,FBVIX元大08購01
16083,082262,FBVIX元大08購02
16084,082263,道瓊銀元大09購02
16085,082264,南亞元大07購01
16086,082265,聯成元大07購02
16087,082266,亞德客元大07購03
16088,082267,中纖元大09購01
16089,082268,上銀元大07購04
16090,082269,裕隆元大07購03
16091,082270,聯電元大07購08
16092,082271,台達電元大07購03
16093,082272,台達電元大07購04
16094,082273,台積電元大07購12
16095,082274,台積電元大07購13
16096,082275,台積電元大07購14
16097,082276,智邦元大07購05
16098,082277,智邦元大07購06
16099,082278,智邦元大07購07
16100,082279,佳世達元大07購01
16101,082280,金像電元大07購08
16102,082281,金像電元大07購09
16103,082282,瑞昱元大07購03
16104,082283,正崴元大07購01
16105,082284,南亞科元大07購03
16106,082285,南亞科元大07購04
16107,082286,聯發科元大07購17
16108,082287,聯發科元大07購18
16109,082288,聯發科元大07購19
16110,082289,義隆元大07購02
16111,082290,義隆元大07購03
16112,082291,華新科元大07購06
16113,082292,華新科元大07購07
16114,082293,新興元大07購04
16115,082294,新興元大07購05
16116,082295,兆豐金元大07購01
16117,082296,欣興元大07購05
16118,082297,欣興元大07購06
16119,082298,合勤控元大07購06
16120,082299,日月光元大07購05
16121,082300,眾達元大07購02
16122,082301,乙盛元大07購01
16123,082302,乙盛元大07購02
16124,082303,彩晶元大08購03
16125,082304,訊芯元大07購01
16126,082305,訊芯元大07購02
16127,082306,愛普元大07購05
16128,082307,愛普元大07購06
16129,082308,愛普元大07購07
16130,082309,臺股指元大0A購06
16131,082310,臺股指元大0A購07
16132,082311,臺股指元大0A購08
16133,082312,臺股指元大0A購09
16134,082313,臺股指元大0A購10
16135,082314,台達化統一08購01
16136,082315,亞德客統一09購02
16137,082316,岱宇統一09購01
16138,082317,岱宇統一09購02
16139,082318,台達電統一09購02
16140,082319,鴻海統一09購05
16141,082320,台積電統一07購08
16142,082321,台積電統一08購02
16143,082322,華邦電統一09購04
16144,082323,技嘉統一09購01
16145,082324,聯發科統一08購02
16146,082325,聯發科統一09購06
16147,082326,義隆統一09購02
16148,082327,大立光統一08購03
16149,082328,大立光統一09購05
16150,082329,嘉澤統一09購02
16151,082330,日月光統一09購02
16152,082331,乙盛統一08購01
16153,082332,乙盛統一09購01
16154,082333,乙盛統一0A購01
16155,082334,乙盛統一0B購01
16156,082335,乙盛統一0C購01
16157,082336,訊芯統一09購02
16158,082337,愛普統一09購03
16159,082338,南電統一09購04
16160,082339,世紀鋼統一09購02
16161,082340,世紀鋼統一09購03
16162,082341,華邦電元富07購05
16163,082342,華邦電元富08購03
16164,082343,群創元富07購08
16165,082344,乙盛元富08購01
16166,082345,華邦電國泰09購01
16167,082346,聯發科國泰09購03
16168,082347,欣興國泰09購01
16169,082348,鴻海富邦09購02
16170,082349,國巨富邦08購05
16171,082350,台積電富邦08購11
16172,082351,聯發科富邦09購02
16173,082352,晶技富邦07購01
16174,082353,健策富邦07購01
16175,082354,訊芯富邦07購02
16176,082355,上証2X中信09購01
16177,082356,仁寶中信07購01
16178,082357,國巨中信07購01
16179,082358,國巨中信07購02
16180,082359,聯發科中信0A購03
16181,082360,華新科中信07購01
16182,082361,大立光中信07購04
16183,082362,貿聯中信08購01
16184,082363,祥碩中信09購01
16185,082364,嘉聯益中信07購01
16186,082365,道瓊銀群益07購02
16187,082366,旺宏群益08購02
16188,082367,華邦電群益07購03
16189,082368,宏碁群益07購02
16190,082369,大毅群益07購01
16191,082370,萬海群益08購03
16192,082371,明泰群益07購02
16193,082372,祥碩群益08購03
16194,082373,義隆日盛07購01
16195,082374,義隆日盛08購01
16196,082375,華新科日盛08購02
16197,082376,中壽日盛07購01
16198,082377,新光金日盛07購01
16199,082378,群創日盛08購01
16200,082379,T50反1兆豐0C購02
16201,082380,中石化兆豐08購01
16202,082381,國巨兆豐07購05
16203,082382,國巨兆豐08購01
16204,082383,華碩兆豐07購01
16205,082384,南亞科兆豐07購01
16206,082385,貿聯兆豐07購01
16207,082386,合勤控兆豐08購01
16208,082387,矽創兆豐08購01
16209,082388,上証2X凱基08購03
16210,082389,台化凱基07購01
16211,082390,中鋼凱基07購02
16212,082391,為升凱基08購01
16213,082392,聯電凱基07購06
16214,082393,金寶凱基09購01
16215,082394,華通凱基07購03
16216,082395,鴻海凱基08購05
16217,082396,鴻海凱基09購02
16218,082397,台積電凱基0B購03
16219,082398,宏碁凱基07購01
16220,082399,華碩凱基08購01
16221,082400,金像電凱基07購02
16222,082401,台光電凱基08購01
16223,082402,正崴凱基08購01
16224,082403,偉詮電凱基07購01
16225,082404,長榮航凱基08購01
16226,082405,富邦金凱基0B購01
16227,082406,國泰金凱基0B購01
16228,082407,欣興凱基07購01
16229,082408,精成科凱基07購01
16230,082409,GIS凱基08購01
16231,08240P,華通中信06售03
16232,082410,愛普凱基07購03
16233,082411,鴻海麥證07購05
16234,082412,鴻海麥證0C購01
16235,082413,華新科麥證07購01
16236,082414,聯電永豐07購03
16237,082415,國巨永豐07購02
16238,082416,瑞昱永豐07購01
16239,082417,凌陽永豐07購01
16240,082418,偉詮電永豐07購01
16241,082419,偉詮電永豐07購02
16242,08241P,微星中信06售01
16243,082420,華新科永豐08購01
16244,082421,大立光永豐07購02
16245,082422,群創永豐07購02
16246,082423,達邁永豐07購01
16247,082424,TPK永豐07購01
16248,082425,乙盛永豐07購02
16249,082426,精成科永豐07購01
16250,082427,帆宣永豐07購01
16251,082428,盛群永豐07購01
16252,082429,同欣電永豐07購01
16253,082430,樺漢永豐07購01
16254,082431,愛普永豐07購01
16255,082432,和潤永豐07購01
16256,082433,國巨國泰09購03
16257,082434,國巨國泰09購04
16258,082435,偉詮電國泰09購01
16259,082436,全新國泰09購01
16260,082437,富邦金國泰09購01
16261,082438,創意國泰09購01
16262,082439,愛普國泰09購01
16263,082440,群創富邦07購03
16264,082441,祥碩富邦07購01
16265,082442,T50正2元大0A購02
16266,082443,T50反1元大0A購05
16267,082444,T50反1元大0A購06
16268,082445,臺指反元大0A購05
16269,082446,臺指反元大0A購06
16270,082447,SGBR2X元大08購01
16271,082448,恆大元大07購02
16272,082449,遠東新元大07購01
16273,082450,新纖元大07購01
16274,082451,儒鴻元大07購05
16275,082452,長興元大07購02
16276,082453,裕隆元大07購04
16277,082454,聯電元大07購09
16278,082455,仁寶元大07購01
16279,082456,台積電元大07購15
16280,082457,台積電元大07購16
16281,082458,光磊元大07購02
16282,082459,億光元大07購02
16283,082460,偉詮電元大07購01
16284,082461,偉詮電元大07購02
16285,082462,偉詮電元大08購01
16286,082463,聯發科元大09購02
16287,082464,義隆元大07購04
16288,082465,義隆元大07購05
16289,082466,大毅元大08購01
16290,082467,中壽元大07購01
16291,082468,明泰元大07購02
16292,082469,嘉澤元大07購01
16293,082470,精成科元大07購01
16294,082471,精成科元大07購02
16295,082472,訊芯元大07購03
16296,082473,緯穎元大09購01
16297,082474,強茂元富09購03
16298,082475,台玻統一08購01
16299,082476,聯電統一08購07
16300,082477,聯電統一09購01
16301,082478,台達電統一08購01
16302,082479,台達電統一08購02
16303,082480,台達電統一09購03
16304,082481,鴻海統一09購06
16305,082482,鴻海統一09購07
16306,082483,國巨統一08購03
16307,082484,國巨統一09購06
16308,082485,國巨統一09購07
16309,082486,國巨統一09購08
16310,082487,台積電統一09購03
16311,082488,台積電統一09購04
16312,082489,華邦電統一09購05
16313,082490,華碩統一09購01
16314,082491,南亞科統一09購03
16315,082492,友達統一09購01
16316,082493,京元電統一08購01
16317,082494,京元電統一09購01
16318,082495,聯發科統一09購07
16319,082496,富邦金統一07購01
16320,082497,大立光統一09購06
16321,082498,信邦統一09購01
16322,082499,晶技統一08購01
16323,082500,台勝科統一0A購01
16324,082501,健策統一09購01
16325,082502,祥碩統一09購03
16326,082503,緯穎統一09購01
16327,082504,友達第一11購01
16328,082505,國喬兆豐07購01
16329,082506,儒鴻兆豐08購01
16330,082507,聯電兆豐08購01
16331,082508,台積電兆豐08購03
16332,082509,光磊兆豐07購01
16333,082510,億光兆豐07購01
16334,082511,聯發科兆豐08購01
16335,082512,大毅兆豐08購01
16336,082513,智原兆豐08購01
16337,082514,愛普兆豐07購02
16338,082515,台灣50群益07購10
16339,082516,元金2X群益07購02
16340,082517,儒鴻群益07購03
16341,082518,聚陽群益08購01
16342,082519,中興電群益08購01
16343,082520,鴻海群益08購06
16344,082521,鴻海群益08購07
16345,082522,鴻海群益09購03
16346,082523,國巨群益08購06
16347,082524,台積電群益08購07
16348,082525,技嘉群益09購01
16349,082526,聯發科群益08購06
16350,082527,華新科群益07購05
16351,082528,華新科群益08購01
16352,082529,欣興群益07購05
16353,082530,玉晶光群益09購01
16354,082531,鴻海日盛11購01
16355,082532,國巨日盛11購01
16356,082533,台積電日盛11購01
16357,082534,大立光日盛07購02
16358,082535,聚陽凱基07購01
16359,082536,亞德客凱基07購03
16360,082537,精英凱基07購02
16361,082538,凌陽凱基08購01
16362,082539,京元電凱基07購01
16363,082540,聯發科凱基07購04
16364,082541,冠德凱基08購01
16365,082542,萬海凱基07購06
16366,082543,晶豪科凱基09購01
16367,082544,奇鋐凱基07購01
16368,082545,群創凱基09購05
16369,082546,日月光凱基08購03
16370,082547,啟碁凱基07購01
16371,082548,訊芯凱基07購02
16372,082549,南六凱基07購01
16373,082550,緯穎凱基07購02
16374,082551,臺股指凱基0C購05
16375,082552,聯電麥證0C購01
16376,082553,台積電麥證0A購02
16377,082554,元大金麥證07購01
16378,082555,美指2X統一09購01
16379,082556,元金2X統一09購01
16380,082557,儒鴻統一08購02
16381,082558,聯電統一09購02
16382,082559,華通統一08購02
16383,082560,台積電統一0B購01
16384,082561,瑞昱統一09購02
16385,082562,瑞昱統一09購03
16386,082563,凌陽統一09購01
16387,082564,凌陽統一09購02
16388,082565,華新科統一09購03
16389,082566,新興統一09購01
16390,082567,美食統一09購01
16391,082568,富邦金統一09購01
16392,082569,國泰金統一09購01
16393,082570,晶豪科統一09購02
16394,082571,大立光統一09購07
16395,082572,大立光統一09購08
16396,082573,欣興統一09購03
16397,082574,日月光統一09購03
16398,082575,台郡統一09購01
16399,082576,同欣電統一09購01
16400,082577,樺漢統一08購01
16401,082578,愛普統一09購04
16402,082579,元金2X元富07購02
16403,082580,上銀元富07購01
16404,082581,萬海元富07購07
16405,082582,晶豪科元富07購01
16406,082583,貿聯元富07購02
16407,082584,聯發科台新07購02
16408,082585,台灣50元大07購18
16409,082586,台灣50元大07購19
16410,082587,台灣50元大07購20
16411,082588,T50正2元大0A購03
16412,082589,亞德客元大07購04
16413,082590,台達電元大07購06
16414,082591,鴻海元大09購07
16415,082592,鴻海元大09購08
16416,082593,國巨元大08購04
16417,082594,國巨元大09購01
16418,082595,台積電元大07購17
16419,082596,台積電元大07購18
16420,082597,順德元大07購03
16421,082598,順德元大07購04
16422,082599,華碩元大07購02
16423,082600,華碩元大07購03
16424,082601,億光元大07購03
16425,082602,凌陽元大07購02
16426,082603,凌陽元大08購01
16427,082604,晶豪科元大07購02
16428,082605,信邦元大07購03
16429,082606,信邦元大07購04
16430,082607,日電貿元大07購01
16431,082608,嘉澤元大07購02
16432,082609,日月光元大09購01
16433,082610,祥碩元大07購03
16434,082611,祥碩元大07購04
16435,082612,台郡元大07購02
16436,082613,上証2X永豐07購01
16437,082614,A50正2永豐07購01
16438,082615,聚陽永豐07購01
16439,082616,聯電永豐08購01
16440,082617,凌陽永豐07購02
16441,082618,晶豪科永豐07購01
16442,082619,智原永豐07購01
16443,082620,欣興永豐07購01
16444,082621,新日興永豐07購01
16445,082622,玉晶光永豐07購01
16446,082623,滬深2X國票0A購01
16447,082624,中興電國票08購01
16448,082625,凌陽國票08購01
16449,082626,裕民國票08購01
16450,082627,欣興國票08購01
16451,082628,玉晶光國票08購07
16452,082629,聯電國泰0A購01
16453,082630,友訊國泰09購01
16454,082631,台光電國泰09購01
16455,082632,同欣電國泰09購01
16456,082633,滬深2X富邦08購03
16457,082634,元金2X富邦0A購01
16458,082635,亞德客富邦09購01
16459,082636,中鋼富邦07購01
16460,082637,上銀富邦09購01
16461,082638,為升富邦09購01
16462,082639,聯電富邦09購02
16463,082640,大立光富邦09購01
16464,082641,世紀鋼富邦08購01
16465,082642,台達電第一11購01
16466,082643,聯發科中信07購06
16467,082644,玉晶光中信08購01
16468,082645,愛普中信08購01
16469,082646,台灣50永豐07購01
16470,082647,滬深2X永豐07購01
16471,082648,台積電永豐07購04
16472,082649,光罩永豐07購01
16473,082650,金像電永豐07購01
16474,082651,微星永豐07購01
16475,082652,漢唐永豐07購01
16476,082653,友達永豐07購03
16477,082654,興勤永豐07購01
16478,082655,聯發科永豐07購02
16479,082656,嘉晶永豐07購01
16480,082657,晶技永豐07購02
16481,082658,創意永豐07購04
16482,082659,智伸科永豐07購01
16483,082660,聚鼎永豐07購02
16484,082661,愛普永豐07購02
16485,082662,巨大永豐07購01
16486,082663,台灣50兆豐08購01
16487,082664,裕隆兆豐07購01
16488,082665,鴻海兆豐09購04
16489,082666,鴻海兆豐0A購01
16490,082667,台積電兆豐08購04
16491,082668,精英兆豐07購01
16492,082669,全新兆豐08購01
16493,082670,強茂兆豐08購01
16494,082671,晶豪科兆豐08購01
16495,082672,創意兆豐08購01
16496,082673,聯發科日盛07購03
16497,082674,聯發科日盛08購02
16498,082675,全新日盛07購01
16499,082676,聯詠日盛07購01
16500,082677,日月光日盛08購01
16501,082678,友達麥證0A購01
16502,082679,聯發科麥證0A購02
16503,082680,奇鋐麥證07購01
16504,082681,臺股指麥證07購05
16505,082682,聯發科康和07購01
16506,082683,兆豐金康和07購01
16507,082684,永豐金康和08購01
16508,082685,彩晶康和09購01
16509,082686,台灣50凱基07購14
16510,082687,元金2X凱基09購01
16511,082688,SGBR2X凱基08購01
16512,082689,SGBR2X凱基0A購01
16513,082690,聯成凱基08購01
16514,082691,南紡凱基08購02
16515,082692,力山凱基08購01
16516,082693,東鋼凱基09購02
16517,082694,台船凱基08購01
16518,082695,鴻海凱基09購03
16519,082696,台積電凱基0C購02
16520,082697,台積電凱基0C購03
16521,082698,旺宏凱基07購04
16522,082699,華邦電凱基08購03
16523,082700,華碩凱基09購01
16524,082701,友達凱基08購04
16525,082702,圓剛凱基08購01
16526,082703,聯發科凱基0C購02
16527,082704,聯發科凱基0C購03
16528,082705,可成凱基07購01
16529,082706,華新科凱基08購02
16530,082707,嘉晶凱基08購01
16531,082708,欣興凱基08購04
16532,082709,晶技凱基09購01
16533,082710,華晶科凱基08購01
16534,082711,玉晶光凱基07購08
16535,082712,聯鈞凱基08購01
16536,082713,健策凱基09購01
16537,082714,和碩凱基08購01
16538,082715,帆宣凱基09購01
16539,082716,矽格凱基08購01
16540,082717,愛普凱基0A購01
16541,082718,申豐凱基08購01
16542,082719,T50反1群益09購07
16543,082720,上証2X群益07購02
16544,082721,滬深2X群益07購02
16545,082722,元石油群益07購01
16546,082723,A50正2群益07購01
16547,082724,道瓊反群益0A購02
16548,082725,聯電群益08購04
16549,082726,台達電群益08購01
16550,082727,鴻海群益09購04
16551,082728,國巨群益08購07
16552,082729,國巨群益08購08
16553,082730,台積電群益08購08
16554,082731,台積電群益08購09
16555,082732,微星群益07購02
16556,082733,瑞昱群益07購03
16557,082734,友達群益09購04
16558,082735,聯發科群益08購07
16559,082736,聯發科群益08購08
16560,082737,大立光群益07購07
16561,082738,聯詠群益07購04
16562,082739,智原群益08購01
16563,082740,欣興群益09購01
16564,082741,晶技群益08購01
16565,082742,創意群益08購03
16566,082743,群創群益09購04
16567,082744,群創群益09購05
